season,week,dancer,p_hat,p_min,p_max,uncertainty_width,week_uncertainty,status
1,5,Joey McIntyre,0.3333333333333333,0.0,1.0,1.0,1.0,No Elimination
1,5,John O'Hurley,0.3333333333333333,0.0,1.0,1.0,1.0,No Elimination
1,5,Kelly Monaco,0.3333333333333333,0.0,1.0,1.0,1.0,No Elimination
2,1,Drew Lachey,0.09174886418674127,0.0,0.9948817948717948,0.9948817948717948,0.9087278487179485,Relaxed
2,1,George Hamilton,0.12249298011407912,0.0,0.9948817948717948,0.9948817948717948,0.9087278487179485,Relaxed
2,1,Giselle Fernandez,0.09688281964090222,0.0,0.9948817948717948,0.9948817948717948,0.9087278487179485,Relaxed
2,1,Jerry Rice,0.10711663940937466,0.0,0.9948817948717948,0.9948817948717948,0.9087278487179485,Relaxed
2,1,Kenny Mayne,9.998484657391454e-07,0.0,0.13334233333333334,0.13334233333333334,0.9087278487179485,Relaxed
2,1,Lisa Rinna,0.1173699214895081,0.0,0.9948817948717948,0.9948817948717948,0.9087278487179485,Relaxed
2,1,Master P,0.1532566275628081,0.005118205128205124,1.0,0.9948817948717948,0.9087278487179485,Relaxed
2,1,Stacy Keibler,0.10198435333051165,0.0,0.9948817948717948,0.9948817948717948,0.9087278487179485,Relaxed
2,1,Tatum O'Neal,0.09688281964090222,0.0,0.9948817948717948,0.9948817948717948,0.9087278487179485,Relaxed
2,1,Tia Carrere,0.11226397458504592,0.0,0.9948817948717948,0.9948817948717948,0.9087278487179485,Relaxed
2,2,Drew Lachey,0.1043477469655653,0.0,0.99501,0.99501,0.8997012345679012,Relaxed
2,2,George Hamilton,0.1294013280915587,0.0,0.99501,0.99501,0.8997012345679012,Relaxed
2,2,Giselle Fernandez,0.11937956480890663,0.0,0.99501,0.99501,0.8997012345679012,Relaxed
2,2,Jerry Rice,0.12436827206213404,0.0,0.99501,0.99501,0.8997012345679012,Relaxed
2,2,Lisa Rinna,0.13936211382207792,0.0,0.99501,0.99501,0.8997012345679012,Relaxed
2,2,Master P,0.15936619069880542,0.004990000000000019,1.0,0.99501,0.8997012345679012,Relaxed
2,2,Stacy Keibler,0.09440375251822336,0.0,0.99501,0.99501,0.8997012345679012,Relaxed
2,2,Tatum O'Neal,9.996025216426687e-07,0.0,0.13723111111111108,0.13723111111111108,0.8997012345679012,Relaxed
2,2,Tia Carrere,0.1293700308128779,0.0,0.99501,0.99501,0.8997012345679012,Relaxed
2,3,Drew Lachey,0.12008594490498252,0.0,0.9395804395604396,0.9395804395604396,0.8382740882554944,Relaxed
2,3,George Hamilton,0.14758361612757118,0.0,0.9395804395604396,0.9395804395604396,0.8382740882554944,Relaxed
2,3,Giselle Fernandez,9.998775666741816e-07,0.0,0.1291296291208791,0.1291296291208791,0.8382740882554944,Relaxed
2,3,Jerry Rice,0.1640274212908319,0.01647351648351648,0.956053956043956,0.9395804395604396,0.8382740882554944,Relaxed
2,3,Lisa Rinna,0.13108627390854738,0.0,0.9395804395604396,0.9395804395604396,0.8382740882554944,Relaxed
2,3,Master P,0.1915256873077101,0.04394604395604395,0.9835264835164835,0.9395804395604396,0.8382740882554944,Relaxed
2,3,Stacy Keibler,0.12010831846739838,0.0,0.9395804395604396,0.9395804395604396,0.8382740882554944,Relaxed
2,3,Tia Carrere,0.12558173794342992,0.0,0.9395804395604396,0.9395804395604396,0.8382740882554944,Relaxed
2,4,Drew Lachey,0.14768146361164594,0.0,1.0,1.0,0.8907271351072075,Relaxed
2,4,George Hamilton,0.19198372181952647,0.0,1.0,1.0,0.8907271351072075,Relaxed
2,4,Jerry Rice,0.1730098747957758,0.0,1.0,1.0,0.8907271351072075,Relaxed
2,4,Lisa Rinna,0.16032966459441408,0.0,1.0,1.0,0.8907271351072075,Relaxed
2,4,Master P,9.998510720169694e-07,0.0,0.2350899457504521,0.2350899457504521,0.8907271351072075,Relaxed
2,4,Stacy Keibler,0.16033064827749208,0.0,1.0,1.0,0.8907271351072075,Relaxed
2,4,Tia Carrere,0.16666362683570796,0.0,1.0,1.0,0.8907271351072075,Relaxed
2,5,Drew Lachey,0.19203542999287299,0.0,1.0,1.0,0.864607717071376,Relaxed
2,5,George Hamilton,0.21192398277146224,0.0,1.0,1.0,0.864607717071376,Relaxed
2,5,Jerry Rice,0.21856389708719973,0.0,1.0,1.0,0.864607717071376,Relaxed
2,5,Lisa Rinna,0.2052821380836578,0.0,1.0,1.0,0.864607717071376,Relaxed
2,5,Stacy Keibler,0.17219355200952582,0.0,1.0,1.0,0.864607717071376,Relaxed
2,5,Tia Carrere,9.998723255071894e-07,0.0,0.18764630242825606,0.18764630242825606,0.864607717071376,Relaxed
2,6,Drew Lachey,0.23115312297535567,0.0,1.0,1.0,0.8454151338345864,Relaxed
2,6,George Hamilton,9.997448295156584e-07,0.0,0.22707566917293237,0.22707566917293237,0.8454151338345864,Relaxed
2,6,Jerry Rice,0.2838943445371511,0.0,1.0,1.0,0.8454151338345864,Relaxed
2,6,Lisa Rinna,0.2537419701292018,0.0,1.0,1.0,0.8454151338345864,Relaxed
2,6,Stacy Keibler,0.2312095620301277,0.0,1.0,1.0,0.8454151338345864,Relaxed
2,7,Drew Lachey,0.31046939769303183,0.0,0.9411864705882352,0.9411864705882352,0.7659407475490195,Relaxed
2,7,Jerry Rice,0.3790463639291791,0.058813529411764744,1.0,0.9411864705882352,0.7659407475490195,Relaxed
2,7,Lisa Rinna,9.998100392658631e-07,0.0,0.24020357843137255,0.24020357843137255,0.7659407475490195,Relaxed
2,7,Stacy Keibler,0.3104832380209259,0.0,0.9411864705882352,0.9411864705882352,0.7659407475490195,Relaxed
3,1,Emmitt Smith,0.09361253738461456,0.0,1.0,1.0,0.9139095294416244,Relaxed
3,1,Harry Hamlin,0.12913644225135656,0.0,1.0,1.0,0.9139095294416244,Relaxed
3,1,Jerry Springer,0.13420569018066042,0.0,1.0,1.0,0.9139095294416244,Relaxed
3,1,Joey Lawrence,0.10886883208361894,0.0,1.0,1.0,0.9139095294416244,Relaxed
3,1,Mario Lopez,0.08348630977299933,0.0,1.0,1.0,0.9139095294416244,Relaxed
3,1,Monique Coleman,0.1190338857264061,0.0,1.0,1.0,0.9139095294416244,Relaxed
3,1,Shanna Moakler,0.12408085338620341,0.0,1.0,1.0,0.9139095294416244,Relaxed
3,1,Tucker Carlson,9.99678725368358e-07,0.0,0.13909529441624366,0.13909529441624366,0.9139095294416244,Relaxed
3,1,Vivica A. Fox,0.10379055065211393,0.0,1.0,1.0,0.9139095294416244,Relaxed
3,1,Willa Ford,0.10378389845819865,0.0,1.0,1.0,0.9139095294416244,Relaxed
3,2,Emmitt Smith,0.12199015902123338,0.0,0.9761065550239235,0.9761065550239235,0.8806467103786403,Relaxed
3,2,Harry Hamlin,0.13636751098560948,0.004774688995215309,0.9808812440191388,0.9761065550239235,0.8806467103786403,Relaxed
3,2,Jerry Springer,0.1459382077941376,0.014344066985645939,0.9904506220095695,0.9761065550239235,0.8806467103786403,Relaxed
3,2,Joey Lawrence,0.0980797159044245,0.0,0.9761065550239235,0.9761065550239235,0.8806467103786403,Relaxed
3,2,Mario Lopez,0.13636751098560948,0.004774688995215309,0.9808812440191388,0.9761065550239235,0.8806467103786403,Relaxed
3,2,Monique Coleman,0.11247237091125148,0.0,0.9761065550239235,0.9761065550239235,0.8806467103786403,Relaxed
3,2,Shanna Moakler,9.998266910554693e-07,0.0,0.11696795321637424,0.11696795321637424,0.8806467103786403,Relaxed
3,2,Vivica A. Fox,0.1219971743429336,0.0,0.9761065550239235,0.9761065550239235,0.8806467103786403,Relaxed
3,2,Willa Ford,0.12678634990055065,0.0,0.9761065550239235,0.9761065550239235,0.8806467103786403,Relaxed
3,3,Emmitt Smith,0.16406257731937818,0.01647351648351648,0.9945154945054945,0.978041978021978,0.8719279344093407,Relaxed
3,3,Harry Hamlin,9.996300341926994e-07,0.0,0.12912962912087916,0.12912962912087916,0.8719279344093407,Relaxed
3,3,Jerry Springer,0.15306173758651978,0.005484505494505489,0.9835264835164835,0.978041978021978,0.8719279344093407,Relaxed
3,3,Joey Lawrence,0.1475602071386161,0.0,0.978041978021978,0.978041978021978,0.8719279344093407,Relaxed
3,3,Mario Lopez,0.1475602071386161,0.0,0.978041978021978,0.978041978021978,0.8719279344093407,Relaxed
3,3,Monique Coleman,0.12009844838733569,0.0,0.978041978021978,0.978041978021978,0.8719279344093407,Relaxed
3,3,Vivica A. Fox,0.12009844838733569,0.0,0.978041978021978,0.978041978021978,0.8719279344093407,Relaxed
3,3,Willa Ford,0.14755737378129746,0.0,0.978041978021978,0.978041978021978,0.8719279344093407,Relaxed
3,4,Emmitt Smith,0.17603505023556573,0.0,0.9887740449438203,0.9887740449438203,0.8690765237330889,Relaxed
3,4,Jerry Springer,0.1872744377737615,0.01122595505617979,1.0,0.9887740449438203,0.8690765237330889,Relaxed
3,4,Joey Lawrence,0.15914862265023852,0.0,0.9887740449438203,0.9887740449438203,0.8690765237330889,Relaxed
3,4,Mario Lopez,0.14796048279909185,0.0,0.9887740449438203,0.9887740449438203,0.8690765237330889,Relaxed
3,4,Monique Coleman,0.17603505023556573,0.0,0.9887740449438203,0.9887740449438203,0.8690765237330889,Relaxed
3,4,Vivica A. Fox,9.996962616330485e-07,0.0,0.15089139646869987,0.15089139646869987,0.8690765237330889,Relaxed
3,4,Willa Ford,0.1535453560025406,0.0,0.9887740449438203,0.9887740449438203,0.8690765237330889,Relaxed
3,5,Emmitt Smith,0.19363744739097075,0.0,0.9681728662420381,0.9681728662420381,0.833705245930644,Relaxed
3,5,Jerry Springer,0.21271715210951167,0.019098280254777066,0.9872711464968152,0.9681728662420381,0.833705245930644,Relaxed
3,5,Joey Lawrence,0.20635651206418504,0.012728853503184711,0.9809017197452229,0.9681728662420381,0.833705245930644,Relaxed
3,5,Mario Lopez,0.19363744739097075,0.0,0.9681728662420381,0.9681728662420381,0.833705245930644,Relaxed
3,5,Monique Coleman,0.19365044093621442,0.0,0.9681728662420381,0.9681728662420381,0.833705245930644,Relaxed
3,5,Willa Ford,9.999168951564643e-07,0.0,0.16136714437367305,0.16136714437367305,0.833705245930644,Relaxed
3,6,Emmitt Smith,0.2,0.0,1.0,1.0,1.0,No Elimination
3,6,Jerry Springer,0.2,0.0,1.0,1.0,1.0,No Elimination
3,6,Joey Lawrence,0.2,0.0,1.0,1.0,1.0,No Elimination
3,6,Mario Lopez,0.2,0.0,1.0,1.0,1.0,No Elimination
3,6,Monique Coleman,0.2,0.0,1.0,1.0,1.0,No Elimination
3,7,Emmitt Smith,0.2462669008862429,0.0,1.0,1.0,0.8459275259259259,Relaxed
3,7,Jerry Springer,9.99974746285876e-07,0.0,0.22963762962962966,0.22963762962962966,0.8459275259259259,Relaxed
3,7,Joey Lawrence,0.24630314161704367,0.0,1.0,1.0,0.8459275259259259,Relaxed
3,7,Mario Lopez,0.2500248854211546,0.0,1.0,1.0,0.8459275259259259,Relaxed
3,7,Monique Coleman,0.2574040719973043,0.0,1.0,1.0,0.8459275259259259,Relaxed
3,8,Emmitt Smith,0.3379234991036011,0.0,1.0,1.0,0.8142220584862385,Relaxed
3,8,Joey Lawrence,0.3379234991036011,0.0,1.0,1.0,0.8142220584862385,Relaxed
3,8,Mario Lopez,0.32415200151641294,0.0,1.0,1.0,0.8142220584862385,Relaxed
3,8,Monique Coleman,1.000043564705514e-06,0.0,0.2568882339449541,0.2568882339449541,0.8142220584862385,Relaxed
3,9,Emmitt Smith,0.3333333333333333,0.0,1.0,1.0,1.0,No Elimination
3,9,Joey Lawrence,0.3333333333333333,0.0,1.0,1.0,1.0,No Elimination
3,9,Mario Lopez,0.3333333333333333,0.0,1.0,1.0,1.0,No Elimination
4,1,Apolo Anton Ohno,0.09090909090909091,0.0,1.0,1.0,1.0,No Elimination
4,1,Billy Ray Cyrus,0.09090909090909091,0.0,1.0,1.0,1.0,No Elimination
4,1,Clyde Drexler,0.09090909090909091,0.0,1.0,1.0,1.0,No Elimination
4,1,Heather Mills,0.09090909090909091,0.0,1.0,1.0,1.0,No Elimination
4,1,Ian Ziering,0.09090909090909091,0.0,1.0,1.0,1.0,No Elimination
4,1,Joey Fatone,0.09090909090909091,0.0,1.0,1.0,1.0,No Elimination
4,1,John Ratzenberger,0.09090909090909091,0.0,1.0,1.0,1.0,No Elimination
4,1,Laila Ali,0.09090909090909091,0.0,1.0,1.0,1.0,No Elimination
4,1,Leeza Gibbons,0.09090909090909091,0.0,1.0,1.0,1.0,No Elimination
4,1,Paulina Porizkova,0.09090909090909091,0.0,1.0,1.0,1.0,No Elimination
4,1,Shandi Finnessey,0.09090909090909091,0.0,1.0,1.0,1.0,No Elimination
4,2,Apolo Anton Ohno,0.08531506092512765,0.0,0.9836934693877551,0.9836934693877551,0.9030043346264126,Relaxed
4,2,Billy Ray Cyrus,0.10569776337499048,0.0,0.9836934693877551,0.9836934693877551,0.9030043346264126,Relaxed
4,2,Clyde Drexler,0.11796411184107886,0.012234897959183682,0.9959283673469388,0.9836934693877551,0.9030043346264126,Relaxed
4,2,Heather Mills,0.09346748741032501,0.0,0.9836934693877551,0.9836934693877551,0.9030043346264126,Relaxed
4,2,Ian Ziering,0.10165224480893063,0.0,0.9836934693877551,0.9836934693877551,0.9030043346264126,Relaxed
4,2,Joey Fatone,0.09346748741032501,0.0,0.9836934693877551,0.9836934693877551,0.9030043346264126,Relaxed
4,2,John Ratzenberger,0.10569776337499048,0.0,0.9836934693877551,0.9836934693877551,0.9030043346264126,Relaxed
4,2,Laila Ali,0.08123164384395759,0.0,0.9836934693877551,0.9836934693877551,0.9030043346264126,Relaxed
4,2,Leeza Gibbons,0.10569776337499048,0.0,0.9836934693877551,0.9836934693877551,0.9030043346264126,Relaxed
4,2,Paulina Porizkova,9.995958111628718e-07,0.0,0.096112987012987,0.096112987012987,0.9030043346264126,Relaxed
4,2,Shandi Finnessey,0.10980767352630941,0.004071632653061232,0.9877651020408164,0.9836934693877551,0.9030043346264126,Relaxed
4,3,Apolo Anton Ohno,0.10602480180268906,0.0,0.9724970642201834,0.9724970642201834,0.8856152302752293,Relaxed
4,3,Billy Ray Cyrus,0.11517641666762948,0.0,0.9724970642201834,0.9724970642201834,0.8856152302752293,Relaxed
4,3,Clyde Drexler,0.1381482160508327,0.022925779816513763,0.9954228440366972,0.9724970642201834,0.8856152302752293,Relaxed
4,3,Heather Mills,0.10143668348332115,0.0,0.9724970642201834,0.9724970642201834,0.8856152302752293,Relaxed
4,3,Ian Ziering,0.10143668348332115,0.0,0.9724970642201834,0.9724970642201834,0.8856152302752293,Relaxed
4,3,Joey Fatone,0.10143668348332115,0.0,0.9724970642201834,0.9724970642201834,0.8856152302752293,Relaxed
4,3,John Ratzenberger,0.1197639124908721,0.004577155963302753,0.9770742201834862,0.9724970642201834,0.8856152302752293,Relaxed
4,3,Laila Ali,0.11517641666762948,0.0,0.9724970642201834,0.9724970642201834,0.8856152302752293,Relaxed
4,3,Leeza Gibbons,0.10139918575302076,0.0,0.9724970642201834,0.9724970642201834,0.8856152302752293,Relaxed
4,3,Shandi Finnessey,9.996195509116411e-07,0.0,0.10367872477064226,0.10367872477064226,0.8856152302752293,Relaxed
4,4,Apolo Anton Ohno,0.10261969479050687,0.0,0.9947468421052632,0.9947468421052632,0.899555035737492,Relaxed
4,4,Billy Ray Cyrus,0.12897390136231174,0.0,0.9947468421052632,0.9947468421052632,0.899555035737492,Relaxed
4,4,Clyde Drexler,0.16054522139923988,0.005253157894736831,1.0,0.9947468421052632,0.899555035737492,Relaxed
4,4,Heather Mills,0.11839391008763085,0.0,0.9947468421052632,0.9947468421052632,0.899555035737492,Relaxed
4,4,Ian Ziering,0.11315788247041425,0.0,0.9947468421052632,0.9947468421052632,0.899555035737492,Relaxed
4,4,Joey Fatone,0.0921050924095547,0.0,0.9947468421052632,0.9947468421052632,0.899555035737492,Relaxed
4,4,John Ratzenberger,0.1552525008717005,0.0,0.9947468421052632,0.9947468421052632,0.899555035737492,Relaxed
4,4,Laila Ali,0.12895079645379837,0.0,0.9947468421052632,0.9947468421052632,0.899555035737492,Relaxed
4,4,Leeza Gibbons,9.994474291020532e-07,0.0,0.13802058479532164,0.13802058479532164,0.899555035737492,Relaxed
4,5,Apolo Anton Ohno,0.10472550538615766,0.0,1.0,1.0,0.8970181392045454,Relaxed
4,5,Billy Ray Cyrus,0.17857299843270433,0.0,1.0,1.0,0.8970181392045454,Relaxed
4,5,Clyde Drexler,9.998408762636496e-07,0.0,0.17614511363636365,0.17614511363636365,0.8970181392045454,Relaxed
4,5,Heather Mills,0.15584584286032752,0.0,1.0,1.0,0.8970181392045454,Relaxed
4,5,Ian Ziering,0.13878926759644916,0.0,1.0,1.0,0.8970181392045454,Relaxed
4,5,Joey Fatone,0.13310689692015773,0.0,1.0,1.0,0.8970181392045454,Relaxed
4,5,John Ratzenberger,0.17290746395790108,0.0,1.0,1.0,0.8970181392045454,Relaxed
4,5,Laila Ali,0.11605102477712123,0.0,1.0,1.0,0.8970181392045454,Relaxed
4,6,Apolo Anton Ohno,0.14609455780745495,0.0,0.9647258823529412,0.9647258823529412,0.8483977190876352,Relaxed
4,6,Billy Ray Cyrus,0.18726333015014746,0.011754705882352941,0.9764805882352942,0.9647258823529412,0.8483977190876352,Relaxed
4,6,Heather Mills,9.997791179698757e-07,0.0,0.15042873949579832,0.15042873949579832,0.8483977190876352,Relaxed
4,6,Ian Ziering,0.16960022771432526,0.0,0.9647258823529412,0.9647258823529412,0.8483977190876352,Relaxed
4,6,Joey Fatone,0.15194756757899272,0.0,0.9647258823529412,0.9647258823529412,0.8483977190876352,Relaxed
4,6,John Ratzenberger,0.19900257439434632,0.023519411764705882,0.988245294117647,0.9647258823529412,0.8483977190876352,Relaxed
4,6,Laila Ali,0.14609074216467977,0.0,0.9647258823529412,0.9647258823529412,0.8483977190876352,Relaxed
4,7,Apolo Anton Ohno,0.19610663953033203,0.0,0.9773562783171521,0.9773562783171521,0.8457486650485436,Relaxed
4,7,Billy Ray Cyrus,0.2478873815593066,0.02264372168284789,1.0,0.9773562783171521,0.8457486650485436,Relaxed
4,7,Ian Ziering,0.19610663953033203,0.0,0.9773562783171521,0.9773562783171521,0.8457486650485436,Relaxed
4,7,Joey Fatone,0.17994925694045313,0.0,0.9773562783171521,0.9773562783171521,0.8457486650485436,Relaxed
4,7,John Ratzenberger,9.999101741962567e-07,0.0,0.18771059870550164,0.18771059870550164,0.8457486650485436,Relaxed
4,7,Laila Ali,0.179949082324501,0.0,0.9773562783171521,0.9773562783171521,0.8457486650485436,Relaxed
4,8,Apolo Anton Ohno,0.23105552703956522,0.0,1.0,1.0,0.8497227155378486,Relaxed
4,8,Billy Ray Cyrus,9.998100278450242e-07,0.0,0.24861357768924303,0.24861357768924303,0.8497227155378486,Relaxed
4,8,Ian Ziering,0.27489458319886884,0.0,1.0,1.0,0.8497227155378486,Relaxed
4,8,Joey Fatone,0.24302214511587888,0.0,1.0,1.0,0.8497227155378486,Relaxed
4,8,Laila Ali,0.25102674434345623,0.0,1.0,1.0,0.8497227155378486,Relaxed
4,9,Apolo Anton Ohno,0.336135553980963,0.0,1.0,1.0,0.8138204404008439,Relaxed
4,9,Ian Ziering,1.000020192559751e-06,0.0,0.2552817616033755,0.2552817616033755,0.8138204404008439,Relaxed
4,9,Joey Fatone,0.33192650458787887,0.0,1.0,1.0,0.8138204404008439,Relaxed
4,9,Laila Ali,0.3319369413182621,0.0,1.0,1.0,0.8138204404008439,Relaxed
5,1,Albert Reed,0.09444337953755663,0.0,1.0,1.0,0.9253682519995676,Relaxed
5,1,Cameron Mathison,0.09444337953755663,0.0,1.0,1.0,0.9253682519995676,Relaxed
5,1,Floyd Mayweather Jr. ,0.1061139790036921,0.0,1.0,1.0,0.9253682519995676,Relaxed
5,1,Helio Castroneves,0.0788579281327103,0.0,1.0,1.0,0.9253682519995676,Relaxed
5,1,Jane Seymour,0.08278513111277594,0.0,1.0,1.0,0.9253682519995676,Relaxed
5,1,Jennie Garth,0.09444337953755663,0.0,1.0,1.0,0.9253682519995676,Relaxed
5,1,Josie Maran,9.999329211589161e-07,0.0,0.10441902399481191,0.10441902399481191,0.9253682519995676,Relaxed
5,1,Marie Osmond,0.09444043024470393,0.0,1.0,1.0,0.9253682519995676,Relaxed
5,1,Mark Cuban,0.09444043024470393,0.0,1.0,1.0,0.9253682519995676,Relaxed
5,1,Mel B,0.08279405488940253,0.0,1.0,1.0,0.9253682519995676,Relaxed
5,1,Sabrina Bryan,0.07501685535146957,0.0,1.0,1.0,0.9253682519995676,Relaxed
5,1,Wayne Newton,0.10222005235755648,0.0,1.0,1.0,0.9253682519995676,Relaxed
5,2,Albert Reed,9.995188348558326e-07,0.0,0.09359197860962568,0.09359197860962568,0.8832400652823114,Relaxed
5,2,Cameron Mathison,0.10292645118698625,0.0,0.9622048739495799,0.9622048739495799,0.8832400652823114,Relaxed
5,2,Floyd Mayweather Jr. ,0.10292645118698625,0.0,0.9622048739495799,0.9622048739495799,0.8832400652823114,Relaxed
5,2,Helio Castroneves,0.07774241020499754,0.0,0.9622048739495799,0.9622048739495799,0.8832400652823114,Relaxed
5,2,Jane Seymour,0.10292645118698625,0.0,0.9622048739495799,0.9622048739495799,0.8832400652823114,Relaxed
5,2,Jennie Garth,0.10292645118698625,0.0,0.9622048739495799,0.9622048739495799,0.8832400652823114,Relaxed
5,2,Marie Osmond,0.09036338207997263,0.0,0.9622048739495799,0.9622048739495799,0.8832400652823114,Relaxed
5,2,Mark Cuban,0.11555612764736979,0.01259504201680672,0.9747999159663866,0.9622048739495799,0.8832400652823114,Relaxed
5,2,Mel B,0.09456343721204552,0.0,0.9622048739495799,0.9622048739495799,0.8832400652823114,Relaxed
5,2,Sabrina Bryan,0.08192559357215885,0.0,0.9622048739495799,0.9622048739495799,0.8832400652823114,Relaxed
5,2,Wayne Newton,0.12814224437931185,0.025200084033613453,0.9874049579831933,0.9622048739495799,0.8832400652823114,Relaxed
5,3,Cameron Mathison,0.1176025678189838,0.0,1.0,1.0,0.9124695192468619,Relaxed
5,3,Floyd Mayweather Jr. ,0.12598191741443027,0.0,1.0,1.0,0.9124695192468619,Relaxed
5,3,Helio Castroneves,0.11340982089291136,0.0,1.0,1.0,0.9124695192468619,Relaxed
5,3,Jane Seymour,0.10087908980545994,0.0,1.0,1.0,0.9124695192468619,Relaxed
5,3,Jennie Garth,0.10507411635259313,0.0,1.0,1.0,0.9124695192468619,Relaxed
5,3,Marie Osmond,0.10507411635259313,0.0,1.0,1.0,0.9124695192468619,Relaxed
5,3,Mark Cuban,0.1301765680136097,0.0,1.0,1.0,0.9124695192468619,Relaxed
5,3,Mel B,0.10087908980545994,0.0,1.0,1.0,0.9124695192468619,Relaxed
5,3,Sabrina Bryan,0.10092171343892473,0.0,1.0,1.0,0.9124695192468619,Relaxed
5,3,Wayne Newton,9.99697272666366e-07,0.0,0.1246951924686192,0.1246951924686192,0.9124695192468619,Relaxed
5,4,Cameron Mathison,0.1223736786291119,0.0,0.9957364957264957,0.9957364957264957,0.8988702754036088,Relaxed
5,4,Floyd Mayweather Jr. ,9.998373238523058e-07,0.0,0.12394051282051283,0.12394051282051283,0.8988702754036088,Relaxed
5,4,Helio Castroneves,0.12228764813477248,0.0,0.9957364957264957,0.9957364957264957,0.8988702754036088,Relaxed
5,4,Jane Seymour,0.1266196475594147,0.0,0.9957364957264957,0.9957364957264957,0.8988702754036088,Relaxed
5,4,Jennie Garth,0.12228764813477248,0.0,0.9957364957264957,0.9957364957264957,0.8988702754036088,Relaxed
5,4,Marie Osmond,0.1266196475594147,0.0,0.9957364957264957,0.9957364957264957,0.8988702754036088,Relaxed
5,4,Mark Cuban,0.14366777608920409,0.004263504273504273,1.0,0.9957364957264957,0.8988702754036088,Relaxed
5,4,Mel B,0.1266196475594147,0.0,0.9957364957264957,0.9957364957264957,0.8988702754036088,Relaxed
5,4,Sabrina Bryan,0.10952330620729864,0.0,0.9957364957264957,0.9957364957264957,0.8988702754036088,Relaxed
5,5,Cameron Mathison,0.13999992060772917,0.0,1.0,1.0,0.8930601389761307,Relaxed
5,5,Helio Castroneves,0.15505843425535493,0.0,1.0,1.0,0.8930601389761307,Relaxed
5,5,Jane Seymour,0.13999992060772917,0.0,1.0,1.0,0.8930601389761307,Relaxed
5,5,Jennie Garth,0.1450176975226908,0.0,1.0,1.0,0.8930601389761307,Relaxed
5,5,Marie Osmond,0.1651261089000653,0.0,1.0,1.0,0.8930601389761307,Relaxed
5,5,Mark Cuban,9.997344857134707e-07,0.0,0.14448111180904527,0.14448111180904527,0.8930601389761307,Relaxed
5,5,Mel B,0.12488622072954728,0.0,1.0,1.0,0.8930601389761307,Relaxed
5,5,Sabrina Bryan,0.12991069721098994,0.0,1.0,1.0,0.8930601389761307,Relaxed
5,6,Cameron Mathison,0.1712768466700452,0.0,0.9722422222222222,0.9722422222222222,0.8543267573696146,Relaxed
5,6,Helio Castroneves,0.1546323374686355,0.0,0.9722422222222222,0.9722422222222222,0.8543267573696146,Relaxed
5,6,Jane Seymour,0.18795588937426003,0.016656666666666677,0.9888988888888889,0.9722422222222222,0.8543267573696146,Relaxed
5,6,Jennie Garth,0.16020835262048042,0.0,0.9722422222222222,0.9722422222222222,0.8543267573696146,Relaxed
5,6,Marie Osmond,0.1824006003211918,0.0111011111111111,0.9833433333333333,0.9722422222222222,0.8543267573696146,Relaxed
